title,body
"Thus, without waiting to be marshaled, the soldiers will be constantly on the qui vive; without waiting to be asked, they will do your will; without restrictions, they will be faithful; without giving orders, they can be trusted.","'qui vive' is seeking life. When soldiers see you as the route to survival, they will follow your orders without question. When they see no alternative, they will be unquestionably loyal."
"Prohibit the taking of omens, and do away with superstitious doubts. Then, until death itself comes, no calamity need be feared.","There are many superstitions about luck, in particular bad luck. When bad things happen, superstitious people assume they have not completed the right rituals and may go fatalistically to their deaths. When superstition is abolished, facts can be seen and accepted more easily. Then the right thing to do is also more easily accepted."
"If our soldiers are not overburdened with money, it is not because they have a distaste for riches; if their lives are not unduly long, it is not because they are disinclined to longevity.","Being a soldier is to face death, sometimes on a daily basis. This changes how you look at life. It is unsurprising in such situations that the live for the moment and think less of saving for a future than may never be. Soldiers do not sign up because they have a death wish. Nor do they often sign up for the booty. More often it is mundane, such as because they see no other prospects. Perhaps it is about seeking adventure. Maybe it is to do with seeking meaning. For some it might even be about king and country."
"On the day they are ordered out to battle, your soldiers may weep, those sitting up bedewing their garments, and those lying down letting the tears run down their cheeks. But let them once be brought to bay, and they will display the courage of a Chu or a Kuei.","Children are often shocked by the prospect of having to earn their living only on the last day of school. People who lose their jobs when a times get tough are often surprised, even though it it is clear redundancy is coming. Soldiers likewise may be horrified by the sudden realization that within a day they may be dead. The shock may well bring tears and it is good idea to let them weep away their terror. Yet, the next day, children become adults and those who lose their jobs get on with their lives. And soldiers, faced with death in all directions, step up to the mark and fight like heroes. In fact soldiers inculcated in the psychology of honor would rather die than be thought a coward. They fight for the person next to them, for their platoon, for their regiment. And to avoid at all costs the specter of dishonor."
"The skillful tactician may be likened to the shuai-jan. Now the shuai-jan is a snake that is found in the Chung mountains. Strike at its head, and you will be attacked by its tail; strike at its tail, and you will be attacked by its head; strike at its middle, and you will be attacked by head and tail both.","When a force is connected, all parts know what is happening with all other parts and can come to the rescue as needed. Or maybe one part can deliberately occupy the enemy whilst the other attacks the flanks. Such coordination and connection depends either on careful timing or, better, on excellent communications. Businesses can become so split up and with each unit so self-focused that competitors can win by picking off the units one by one. It is better to see the big picture and compete with coordinated action. A single attack can then be warded off by diverting resources from other units."
"Asked if an army can be made to imitate the shuai-jan, I should answer, Yes. For the men of Wu and the men of Yueh are enemies; yet if they are crossing a river in the same boat and are caught by a storm, they will come to each other's assistance just as the left hand helps the right.","Armies share a common fate as they win or fail together. Soldiers know this. Hence, even if there are internal rivalries, they know that it is in their best interests to work together and to come to the rescue even it there is significant loss. Of course this must be done with intelligence. There is no point throwing soldiers into a fray where they will lose."
"Hence it is not enough to put one's trust in the tethering of horses, and the burying of chariot wheels in the ground.","If you tether horses away from the battlefield, the soldiers cannot flee on horseback. If you bury chariot wheels, they cannot flee this way either. These are methods that were used to ensure soldiers fought on a common footing. Yet these are cynical methods and the horses and chariots could be used more constructively if you can trust your troops. This requires leadership. Leadership is important also in ensuring communication, coordination and acting as the snake of shuai-jan."
The principle on which to manage an army is to set up one standard of courage which all must reach.,"The best way to set a standard is to model it. The next is to teach it. Then is to encourage it. Last is to enforce it. In practice you will likely need all of these, but should use more of the better ways. Without courage, an army will fail at the first hurdle. With great courage, they can overcome overwhelming odds. Courage should be allied with intelligence. Suicide is seldom a good choice, though in battle it is sometimes the best option for some so the war may be won."
How to make the best of both strong and weak--that is a question involving the proper use of ground.,"The secret of winning is to use everyone, playing to their strengths rather than forcing them to put forward only their weaknesses. Hence those who are not good fighters may be found more useful behind the lines, for example if they can run well then they may carry messages. If they are intelligent, they can process information. If they lack all skill then perhaps they can just carry things for you. It is a mark of leadership to be able to identify strengths and weaknesses and then play to the person's strength. In business, the 'Peter Principle' is that people get promoted to their level of incompetence and then remain there. In war even more than in business, this is a losing approach."
"Thus the skillful general conducts his army just as though he were leading a single man, willy-nilly, by the hand.","An army or a business is made up of individual people. Whilst there is collective action, each is an independent agent. Hence, in order to gain a collective motivation, each person must receive the same message. Leaders hence must be constant in their purpose and copious in their communication."
"It is the business of a general to be quiet and thus ensure secrecy; upright and just, and thus maintain order.","In war, intelligence is critical. This means your enemy will use all means, fair and foul, to learn of your plans. A secret shared is no longer a secret. Whilst some may be trusted, even the sharing may be overheard. The trusted person may also be captured and tortured for their knowledge. They may be blackmailed or bribed. The more critical the knowledge, the fewer should know. It is hence often better to keep major plans to oneself."
"He must be able to mystify his officers and men by false reports and appearances, and thus keep them in total ignorance.","A leader must communicate strongly to gain common purpose and coordinated action. But this does not mean laying bare all thoughts and intentions. Tell people what they need to know and enough to keep them motivated and coordinated. But then cloak further intent. People will naturally guess and will talk about their thoughts, which they will base on what you say and do. In this way, rumors will spread to enemy ears. When those rumors are wild and conflicting, the enemy will remain unsure and be unable to take positive action. Likewise in business, people like to gossip and may be intrigued by ideas. Uncertainty hence also keeps people on their toes, alert and ready. It is better to conduct the gossip orchestra than be the victim of it."
"By altering his arrangements and changing his plans, he keeps the enemy without definite knowledge. By shifting his camp and taking circuitous routes, he prevents the enemy from anticipating his purpose.","Even if there is no leakage of information from your soldiers, you should assume that the enemy are watching you. Actions such as movements that have no particular purpose will be analyzed and purpose concluded. In this way, the true purpose may remain hidden and give the dual advantage of preventing readiness and creating surprise."
"At the critical moment, the leader of an army acts like one who has climbed up a height and then kicks away the ladder behind him. He carries his men deep into hostile territory before he shows his hand.","Climbing heights and kicking away the ladder means removing the means of retreat. Likewise, when you are deep in enemy territory, desertion is not a wise option. There is the right time to show there is no way back, for it may be useful to let troops think this if it keeps them comfortable. But when a battle is to begin, all thought of retreat or desertion must be removed from their minds. In business, full personal commitment of everyone in the company makes a huge difference as compared with risk-averse cultures and where people have one eye on the door."
"He burns his boats and breaks his cooking-pots; like a shepherd driving a flock of sheep, he drives his men this way and that, and nothing knows whither he is going.","Burning boats and bridges also removes the option to return. The notion of breaking cooking pots is that the only way to get food is to defeat the enemy and take theirs. There is much about drive, keeping the energy up and ready for battle. As in other moves, sustainingconfusion in this will keep the enemy uncertain and allow you to strike best at weakness."
To muster his host and bring it into danger:--this may be termed the business of the general.,"In summary, this is what a leader does, choosing direction and motivating others to follow. In war, mustering is a combination of organizing and motivating, of giving purpose and creating readiness, even anxiety for fighting. When soldiers are sufficiently motivated they will face danger with a will. In business, whilst the danger is not mortal, it can still kill the company, leading its people to lose their livelihoods. As such it is still a very serious affair."
The different measures suited to the nine varieties of ground; the expediency of aggressive or defensive tactics; and the fundamental laws of human nature: these are things that must most certainly be studied.,"TheNine Varieties of Ground have already been discussed and more is added here. 'Study' is an important word. It means gathering data, taking time, reflecting, considering different information, connecting disparate thoughts. It is not about a quick look or a five-minute ponder."
"When invading hostile territory, the general principle is, that penetrating deeply brings cohesion; penetrating but a short way means dispersion.","A short distance into enemy territory is 'facile ground'. When deep into their territory, the threat all around pushes troops together and makes them more of a common mind. Closer to home, there may be different thoughts about what strategy should be, including going back home."
"When you leave your own country behind, and take your army across neighborhood territory, you find yourself on critical ground. When there are means of communication on all four sides, the ground is one of intersecting highways.","'Critical ground' is not one of the nine varieties. When you just want to cross the territory of a non-enemy, this can annoy the territory owners. You may need to ask permission. You may also cross quickly or stealthily to avoid detection. Or else you may find yourself in an unwanted fight. At 'Intersecting highways' there are many routes that may be taken, making this a strategic position."
"When you penetrate deeply into a country, it is serious ground. When you penetrate but a little way, it is facile ground.","In 'serious ground', the enemy is all around you, for example where you have passed by fortified places. This requires great caution. Facile ground is mentioned above."
"When you have the enemy's strongholds on your rear, and narrow passes in front, it is hemmed-in ground. When there is no place of refuge at all, it is desperate ground.","'Hemmed in' ground was previously described as 'Ground which is reached through narrow gorges, and from which we can only retire by tortuous paths'. Enemy strongholds behind this makes it more difficult. On 'Desperate ground' you have to fight, now."
"Therefore, on dispersive ground, I would inspire my men with unity of purpose. On facile ground, I would see that there is close connection between all parts of my army.",'Dispersive ground' is in one's own territory. Unity of purpose can hence be 'defending the homeland'. 'Facile ground' is close to home. Keeping the army connected ensures that separate units do not go off on their own missions. It also helps manage a repulsive force from the invaded enemy.
"On contentious ground, I would hurry up my rear.","'Contentious ground' is that where 'the possession of which imports great advantage to either side'. You are likely to be attacked on this ground and so should not have a long straggle backwards, where units may be picked off by the enemy."
"On open ground, I would keep a vigilant eye on my defenses. On ground of intersecting highways, I would consolidate my alliances.","On 'open ground', both sides can move quickly. Hence the need for vigilance. At crossroads, allies may be used to help hold this position."
"On serious ground, I would try to ensure a continuous stream of supplies. On difficult ground, I would keep pushing on along the road.","When the enemy is all around, you need to sustain supply levels as you never know when you may be cut off. 'Difficult ground' is hard and slow to cover, such as mountains and marshes. Such places are seldom worth holding unless they have some strategic value, and they are not comfortable, so it is best just to get through them."
"On hemmed-in ground, I would block any way of retreat. On desperate ground, I would proclaim to my soldiers the hopelessness of saving their lives.","In narrow ways, it is easy to protect your rear by blockage. It is also easy to stop fearful troops going backwards."
"For it is the soldier's disposition to offer an obstinate resistance when surrounded, to fight hard when he cannot help himself, and to obey promptly when he has fallen into danger.","When your back is against the wall, you have no option but to fight. When soldiers are confused, then they will obey commands with even more enthusiasm as they place blind trust in those who seem to know what to do."
"We cannot enter into alliance with neighboring princes until we are acquainted with their designs. We are not fit to lead an army on the march unless we are familiar with the face of the country--its mountains and forests, its pitfalls and precipices, its marshes and swamps. We shall be unable to turn natural advantages to account unless we make use of local guides.","Alliances in warfare can be essential. They both provide assistance in your campaigns and also ensure the ally will not join the other side. Like business, however, a problem is that those who would be your friend often have an agenda of their own, which does not necessarily agree with yours. They may want large rewards for helping you, sharing in the spoils of a conquered land. They may want you to defend them from the others side. They may also have deceitful tricks up their sleeves, perhaps to invade your lands when you are gone or suddenly change sides when you are vulnerable. If you need to cross their lands, then they may help you, providing guides. Support from local people, even without a formal alliance, can be very useful."
To be ignored of any one of the following four or five principles does not befit a warlike prince.,If you would be a prince or a respected leader then you have to show your dignity and adherence principles that are commonly held as being right for your position.
"When a warlike prince attacks a powerful state, his generalship shows itself in preventing the concentration of the enemy's forces. He overawes his opponents, and their allies are prevented from joining against him.","It is a dangerous thing to attack a country which has many powerful allies. If they can act in coordination, you may quickly become outnumbered. Hence it is important not only to understand the depth of opposing alliances but also their military situations."
"Hence he does not strive to ally himself with all and sundry, nor does he foster the power of other states. He carries out his own secret designs, keeping his antagonists in awe. Thus he is able to capture their cities and overthrow their kingdoms.","Creating easy alliances makes one dependent on allies, who may themselves be quite unpredictable in warfare. Secrecy is much more difficult when allies are involved. If you cannot be sure with your own people, what hope that allies will keep secrets?Finally, if a general can succeed without allies, then their reputation will soar and their enemies will quake in fear."
"Bestow rewards without regard to rule, issue orders without regard to previous arrangements; and you will be able to handle a whole army as though you had to do with but a single man.","If you give rewards where they are expected, you just create a sense of entitlement. When you give rewards where they are not expected, you create surprise and delight. You also underline your absolute authority. Changing your mind is the officer's prerogative. It can be dangerous to think that once you have issued an order that it cannot be countermanded. Changing even for its own sake can also be used to keep the army on its toes. When everyone is now waiting on your next uncertain action, you have attention. When they know reward can easily be given, they wait in hope."
"Confront your soldiers with the deed itself; never let them know your design. When the outlook is bright, bring it before their eyes; but tell them nothing when the situation is gloomy.","When a deed is done or to be done immediately, there is no time for debate or dissent. It must be accepted. Emotions go in spirals, up or down. When people are feeling generally positive, they will see your plans in a positive light. When they are gloomy, they will be pessimistic."
"Place your army in deadly peril, and it will survive; plunge it into desperate straits, and it will come off in safety.",You see the best of people and armies when they have their backs to the wall and there is no options but to fight or otherwise face peril with a total dedication.
For it is precisely when a force has fallen into harm's way that is capable of striking a blow for victory.,"The arousal that threat naturally creates can turn an average army into a powerful one. Being able to create and manage such situations is a mark of a clever general. In particular, whenFight-or-Flight is triggered, the skill is ensuring that only fight is chosen."
Success in warfare is gained by carefully accommodating ourselves to the enemy's purpose.,"In both war and business, making plans without taking into account the actions of your enemy or competitors is likely to lead to failure. A good place to start with your own planning is your purpose. When analyzing the other side, purpose is also a good place to start. When you know what they seek to achieve you may better guess how they might seek to achieve it."
"By persistently hanging on the enemy's flank, we shall succeed in the long run in killing the commander-in-chief.","Senior officers seldom lead from the front and may often be found further back in the ranks. If you can determine their position and punch in from the side, you may be able to kill or capture them, hence 'beheading' the enemy and so creating fear and confusion."
This is called ability to accomplish a thing by sheer cunning.,Cunning is doing things that are not expected. It takes creativity and ingenuity as well as openness to ideas. Cunning in business is also a rare resource and some companies kill it with easy statements like 'that won't work'. Of course you must stay legal and must beware negative brand impact of sly tactics. Yet bold cunning can also make you look smart and successful.
"On the day that you take up your command, block the frontier passes, destroy the official tallies, and stop the passage of all emissaries.",A new commander needs to make themselves felt. An easy way to do this is to countermand previous orders. The next step is to make positive commands that have an even better result.
"Be stern in the council-chamber, so that you may control the situation.",Senior officers are by nature bold and courageous and will bring this into meetings. To control such an abrasive group needs a strong and demanding commander.
"If the enemy leaves a door open, you must rush in.","Take advantages of opportunities that the enemy affords. Do so also before they realize they have left an opening. Also beware that this is not done deliberately to lead you into a trap. Yet do not let constant fear of ambush prevent you from taking opportunities, many of which appear due to unforeseen circumstances or poor communications."
"Forestall your opponent by seizing what he holds dear, and subtly contrive to time his arrival on the ground.","If you hold what the enemy cares about, such as a key town that has cultural significance, then they will be cautious in case you harm it. You may hence be able to use it as a bargaining chip or to gain time. If you can control when and where the battles will occur then you can ensure you are better prepared and that the enemy is exhausted and unready."
"Walk in the path defined by rule, and accommodate yourself to the enemy until you can fight a decisive battle.",Understand rules and why they are needed. Follow them when there is no reason not to do so. Move to avoid battle until you know that you can win.
"At first, then, exhibit the coyness of a maiden, until the enemy gives you an opening; afterwards emulate the rapidity of a running hare, and it will be too late for the enemy to oppose you.","If you deliberately appear weak and unwilling to fight then the enemy may become bold and make unforced errors. When you strike, do so with speed such that the surprise created does not give them time to regroup or counter your moves."
Sun Tzu said: There are five ways of attacking with fire. The first is to burn soldiers in their camp; the second is to burn stores; the third is to burn baggage trains; the fourth is to burn arsenals and magazines; the fifth is to hurl dropping fire amongst the enemy.,"Incendiaries and fire-starting have been used for many centuries. Attack by fire is a fearsome thing. Not only is the heat dangerous but the smoke quickly clogs lungs. Smoke also reduces visibility and causes confusion. Burning in camps can be of tents, equipment and the ground or woods around. This is a direct attack on soldiers and causes great fear and confusion. Burning stores takes away vital supplies and hence causes great inconvenience, perhaps even forcing the enemy to retreat. Burning the supply line of baggage trains removes supplies in another way, preventing vital supplies from arriving and so causing confusion and uncertainty. Burning the arsenal deprives the enemy of their weapons. In modern warfare this causes great explosions which leads to further damage, confusion and fear. Finally, dropping fire upon the enemy wherever they are from a height is another fearful attack on soldiers. On the battlefield, it creates smoke and confusion."
"In order to carry out an attack, we must have means available. The material for raising fire should always be kept in readiness.",Using fire may be an opportunistic attack. It hence requires that you are always ready to use this fearsome device.
"There is a proper season for making attacks with fire, and special days for starting a conflagration.","Fires cause great fear as they destroy life and possessions and are difficult to control. When everything is wet, fires are difficult to start unless the thing to be fired is sheltered, such as arsenals. When fires are to be started should be chosen carefully. Strategic plans should also be taken into account, using fire as a part of an overall campaign."
"The proper season is when the weather is very dry; the special days are those when the moon is in the constellations of the Sieve, the Wall, the Wing or the Cross-bar; for these four are all days of rising wind.","The best days for fires are when the trees and ground are dry enough for the fire to easily spread. Rising winds fan the flames and continued winds keep them going, feeding the fires with new oxygen. You should also only use fires when the winds will blow the smoke back into the enemy's eyes and not towards you. It is sometimes forgotten that smoke kills more people than flames, especially in an enclosed environment."
"In attacking with fire, one should be prepared to meet five possible developments:",There are five factors described here which should be taken into account when attacking with fire.
"(1) When fire breaks out inside to enemy's camp, respond at once with an attack from without.","Fire in the camp may set the soldiers busy trying to put the fire out, making them vulnerable to external attack. Also, realizing this possibility, they may take to fanning out to find and punish the fire-starting culprits. In business, this principle may be described as attacking competitors when they are distracted."
"(2) If there is an outbreak of fire, but the enemy's soldiers remain quiet, bide your time and do not attack.","Action is the natural response to a disturbance such as fire. If there is no action, then this is not natural. When the enemy behaves in any way that is not natural, they may be acting a cunning way, perhaps expecting you to use the alarm of the fire to attack them. If they are ready for you in their own camp, then attacking them could be hazardous for you. In business, when competitors act strangely, be suspicious."
"(3) When the force of the flames has reached its height, follow it up with an attack, if that is practicable; if not, stay where you are.","When the flames are at their height, the enemy's disarray will also be at its height. If the flames are dying down, then they will be feeling calmer and be more ready to fight. Hence it is best to attack when there is most disarray. Attack after creating fire is not always a good idea, especially if you will be going into an unknown situation. Fires create fear and exhaustion all by themselves and so gain you advantage without your attack."
"(4) If it is possible to make an assault with fire from without, do not wait for it to break out within, but deliver your attack at a favorable moment.","You do not need to go into the enemy's camp to set the fire. You may be able to set this with projectiles in advance of your attack. Timing of the attack, as always, should coincide with the moment of greatest advantage."
"(5) When you start a fire, be to windward of it. Do not attack from the leeward.","Fires create smoke, which is blown by the wind. The fire also will travel in the direction of the wind. Hence you should be behind the fire, with the wind behind you, not in front of it. If the wind is swirling and unpredictable, starting a fire can be hazardous for you. It is always better to take action where the outcomes are more certain."
"A wind that rises in the daytime lasts long, but a night breeze soon falls.","Understand the nature of wind, and not just for fire. Winds can carry dust and other particles as well as smoke. Winds can also carry sounds and smells. Just as when tracking wild animals, it is better to be downwind than upwind."
"In every army, the five developments connected with fire must be known, the movements of the stars calculated, and a watch kept for the proper days.","Understand fire and how to control it. Understood, it can be your ally. Movement of stars provides location information. Knowing where you are at all times is essential. A watch outwards lets you know more of what is happening all around you. The further you can see, the more land you can command."
Hence those who use fire as an aid to the attack show intelligence; those who use water as an aid to the attack gain an accession of strength.,"You should understand and be able to manage all of the elements to your greatest advantage. Water can be used in many ways, for example: - Rain provides cover for movement as the enemy cowers under cover - Fast-flowing, wide rivers are difficult to cross, creating useful barriers- Water underfoot creates mud that hampers both men and machines- Dammed water can be released to create a moving wall that sweeps away all in its path. In business, it may be remembered that resources for competing are all around you and that with a little creative thought you can gain significant competitive advantage."
"By means of water, an enemy may be intercepted, but not robbed of all his belongings.","Water does not destroy in the same way as fire, although it can still be very damaging."
Unhappy is the fate of one who tries to win his battles and succeed in his attacks without cultivating the spirit of enterprise; for the result is waste of time and general stagnation.,"Commanders do not have a monopoly on ideas and innovation. There is much to be gained from the ingenuity of their people. This is a lesson that leaders continue to learn (and maybe not learn or re-learn) even today. Successful businesses leverage the talents of their people and do not assume that seniority equates with wisdom, omniscience and genius. Impoverished leaders manage by fear, leading to subordinates that blindly obey commands. Better is to have followers who implement the commander's intent with passion and commitment."
Hence the saying: The enlightened ruler lays his plans well ahead; the good general cultivates his resources.,"To gain the spirit and action of enterprise requires the leader to actively encourage it and not (as many do) coldly suppress it. Cultivating resources also includes drawing out all kinds of talents from your people, from spying to devising new and cunning strategies and tactics. People learn what their leaders really want. Saying 'innovate' is like saying 'be spontaneous' -- it does not work. Better is to create the climate and culture that develops talent and focuses it in places where it will be most effective."
Move not unless you see an advantage; use not your troops unless there is something to be gained; fight not unless the position is critical.,"There is a difference between action and advantageous action. A need to act without seeing the advantage of doing so greatly risks disadvantage. This applies to such as movement, using troops and fighting. Action without advantage is waste."
No ruler should put troops into the field merely to gratify his own spleen; no general should fight a battle simply out of pique.,"It is not unknown for rulers to be ruled by their emotions more than their heads, though emotional decisions in war kills many people and may lose the war. The same happens with business managers who make decisions out of personal ambition or ill-founded 'gut feel'. This is a key reason why many Mergers & Acquisitions fail, despite expenditure of many millions."
"If it is to your advantage, make a forward move; if not, stay where you are.","Move when there is advantage to be gained and where this outweighs the ever-present risk of moving. The underlying principle is to constantly understand advantage and disadvantage, and to keep acquiring information that will give you the knowledge as to how to make this decision."
Anger may in time change to gladness; vexation may be succeeded by content.,"Emotions do not stay. Anger fades, as does happiness, sadness and other emotions. We each have a temperamental level of good and bad feeling. So if you are moved to action by your feelings, wait."
But a kingdom that has once been destroyed can never come again into being; nor can the dead ever be brought back to life.,"Whilst a kingdom may be built again, it is not the same kingdom and will never operate in quite the same way. Defeat changes people. So be careful in conquest, lest you destroy that which you seek to gain. When you spend the lives of soldiers, they are gone forever. Yet it is a commander's job to send people to their deaths. So do so wisely and for worthwhile advantage."
"Hence the enlightened ruler is heedful, and the good general full of caution. This is the way to keep a country at peace and an army intact.",Fight only when you need to. Destroy only that which you must. Seek always to avoid unnecessary damage and to bring the war to a rapid conclusion.
"Sun Tzu said: Raising a host of a hundred thousand men and marching them great distances entails heavy loss on the people and a drain on the resources of the State. The daily expenditure will amount to a thousand ounces of silver. There will be commotion at home and abroad, and men will drop down exhausted on the highways. As many as seven hundred thousand families will be impeded in their labor.","War is very expensive. It costs in terms of lives, even when there is no fighting. It costs in the patience and support of the people at home. And it costs enormously in money. That cost is paid for long after the war is ended, even if you are the victor. You should understand the cost before you go to war and as you continue each day of warfare. Competing is also expensive in business. The cost of marketing, PR and sales can easily be far more than the cost of creating the product or delivering the service. When deciding what to offer, take all such expenses into account."
"Hostile armies may face each other for years, striving for the victory which is decided in a single day. This being so, to remain in ignorance of the enemy's condition simply because one grudges the outlay of a hundred ounces of silver in honors and emoluments, is the height of inhumanity.","War can be quite capricious, turning on a moment. Perhaps the greatest cost in war that may extend it endlessly or bring your rapid demise is your ignorance, your not knowing where the enemy is, their morale, their likely action and so on. The worst action of a commander is to imperiously take arrogant action for selfish reason, without consideration of the consequences for the troops or for the likelihood of winning or losing."
"One who acts thus is no leader of men, no present help to his sovereign, no master of victory.","To lead is a serious business in which personal foibles have no place. Paradoxically, the leader has to put themselves last, seeking first to win at the minimum cost. Glory is a result, not a goal. Those who seek glory are likely to find only ignominy. The same effect happens in business. Those who seek only profit at the expense of employee and customer satisfaction may succeed in the short term but will ultimately and massively fail."
"Thus, what enables the wise sovereign and the good general to strike and conquer, and achieve things beyond the reach of ordinary men, is foreknowledge.","Knowledge is at the heart of all good decisions. Foreknowledge is knowing of future events. When this is not fully feasible, you can learn to forecast useful things such as the weather and the likely behaviors of opponents. What you should seek most of all is their very real strengths, deployment and plans. When you have real intelligence, this always beats vague guesswork."
"Now this foreknowledge cannot be elicited from spirits; it cannot be obtained inductively from experience, nor by any deductive calculation.","You can be bold and brash and have as much gut-feel as you like but if you do not base your decisions on sound data you are simply gambling. Even reasoning, if it is based on bad knowledge, will be fruitless. 'Garbage in, garbage out', as they say."
Knowledge of the enemy's dispositions can only be obtained from other men.,"The enemy does not want you to know anything about them, just as you will jealously guard your own information and plans. If you cannot get the knowledge by fair means, it must be gained by subterfuge, including the employment of spies and double agents."
"Hence the use of spies, of whom there are five classes: (1) Local spies; (2) inward spies; (3) converted spies; (4) doomed spies; (5) surviving spies.","There are five ways to spy, as described in the paragraphs below. Spying in business can border on unethical and easily cross the line. It can also become illegal. Having said this, gaining information on competitors in legal ways that are within company rules can give a significant advantage."
"When these five kinds of spy are all at work, none can discover the secret system. This is called ""divine manipulation of the threads."" It is the sovereign's most precious faculty.","One of the most secret types of knowledge is about your spies. This should be known only by a very few at the top. If word leaks out, your enemy will be extra cautious and may put out false information. If they catch your spies then they may be tortured for information, may be turned against your and will likely be killed."
Having local spies means employing the services of the inhabitants of a district.,"Most people are just trying to get on with their daily lives. Wars are troublesome for them and can make life much harder. If the people where the enemy is residing do not like the enemy, then it should be easy to persuade bold individuals, especially those who have been wronged, to spy for you. This is the best type of local spy. If the local people are suffering hardship, then rewards of money or food may make it worth them taking risks for you. Worst is to coerce them into spying for you, for example by threatening to 'expose' them."
"Having inward spies, making use of officials of the enemy.","A good spy, if you can turn him or her, is one who is trusted and who works within the enemy forces. Best of all is when they have access to plans and can overhear important discussions. Many people working in wars are co-opted into their position. Administrators, especially are not natural warriors and may resent being held under strict command. Inward spies may be gained by simple payment or, better, their simmering resentment may be amplified so they decide to side with you. This can be especially powerful if they believe you will win the war (so persuade them of such)."
"Having converted spies, getting hold of the enemy's spies and using them for our own purposes.","If you can catch and turn the enemies spies, you then have a double-agent who you can get to send back false information and to tell you critical information, in particular about other spies (although spy networks are often organized to prevent such information being passed on). You may be able to persuade the spy to turn, or you may need to use a more coercive approach. The threat of harsh punishment may be sufficient for some. Beware of enemy spies pretending to be double agents or acting as triple agents. This is a murky world and you can never fully trust double agents."
"Having doomed spies, doing certain things openly for purposes of deception, and allowing our spies to know of them and report them to the enemy.","When one of your spies is lost, for example when they are compromised, you can still use this to your advantage, such as having deeper spies 'whisper' information about them to the enemy. In this way you may lose one spy but another gains greater confidence and access to better information."
"Surviving spies, finally, are those who bring back news from the enemy's camp.","Spying is not a game for the faint of heart nor is it one where escaping detection and survival is likely to be gained, especially over the longer term. The only useful spies are those that provide information. The most useful ones are those who help you win the war in a shorter period and with less expenditure of resources."
Hence it is that which none in the whole army are more intimate relations to be maintained than with spies. None should be more liberally rewarded. In no other business should greater secrecy be preserved.,"Keep your spies close. Know all that is to be known about them. Treat them well and make them feel important. Pay them well also, for their exploits and find every way to keep them motivated and loyal."
Spies cannot be usefully employed without a certain intuitive sagacity.,"Wisdom is about making the right decisions right. Spies are sharp and expensive instruments, so spend them well."
They cannot be properly managed without benevolence and straightforwardness.,"Handling spies is a tricky business. While everyone knows that they could become double agents, they should not feel you suspect them of this. Look kindly on them with affection for their sacrifices."
"Without subtle ingenuity of mind, one cannot make certain of the truth of their reports.","When spies make reports, they may not be accurate. They may have found weak information. They may have been discovered and fed false information. They may even have been turned to work against you. Seek to find ways of verifying what your spies whisper. Look for confirmation to other spies that the first spy does not know about."
Be subtle! be subtle! and use your spies for every kind of business.,"Spies are delicate tool. Crass use will expose them and ruin you, so be very careful. Spies can be used very creatively. You can use them in your own camp to seek out dissenters. You can use them with allies, to check on their loyalty. You can place them amongst the common folk to understand and nudge local populations. Well-used, spies can plant and provide information that catalyze and tip the balance. With small actions they can make big differences. Spying in business has the additional problem of possibly being illegal. If you step into this gray zone, you will need to be additionally careful."
"If a secret piece of news is divulged by a spy before the time is ripe, he must be put to death together with the man to whom the secret was told.","Timing in war is all-important, and especially so with spies. Secrecy is difficult to sustain and spies, who often hold critical information, can do great damage. Limiting damage may involve taking those who know out of the action. Killing may not be permitted now, but those who could ruin plans may be kept out of harm's way until the action is complete."
"Whether the object be to crush an army, to storm a city, or to assassinate an individual, it is always necessary to begin by finding out the names of the attendants, the aides-de-camp, and door-keepers and sentries of the general in command. Our spies must be commissioned to ascertain these.","When on a secret mission, the 'unimportant' people who are present along the way can become very important. They may see or overhear you and report their findings. They may also be persuaded to help, or at least not interfere. Such people often feel unloved and ignored. Using theirnames can by itself be enough to bring them to your side. Knowing them also gives opportunity for threat that can silence those who are too loyal to their own side to help you. In business, you likewise get a lot of information from receptionists, janitors and so on, who hear much and say little."
"The enemy's spies who have come to spy on us must be sought out, tempted with bribes, led away and comfortably housed. Thus they will become converted spies and available for our service.","When finding an enemy spy, it is tempting to interrogate and punish them harshly. Yet if you can turn them to your will, they can be immensely useful. Seek to understand the mentality of spies and how they are motivated. If they can be persuaded, bribed or otherwise motivated, use whatever will gain their greatest compliance. Do not spare expense in this, as the value the spy will bring may be far greater than any cost."
It is through the information brought by the converted spy that we are able to acquire and employ local and inward spies.,Spies from the other side know the enemy territory and people. One of their greatest contributions may be in finding and recruiting more spies in enemy territory and organizations.
"It is owing to his information, again, that we can cause the doomed spy to carry false tidings to the enemy.","Where a spy's usefulness is ending, then you can make one last ploy by planting false information with them. It may be important that the spy does not know they are doomed and does not know they have false information. Hence when they are interrogated and give up their knowledge slowly, they will be believed."
